id,title,name,lastname,party,is_mp,is_senator,is_cabinet,is_active,votelog.__1,votelog.__2,votelog.__3,votelog.__4,votelog.__5,votelog.__6,votelog.__7,votelog.__8,votelog.__9,votelog.__10,votelog.__11,votelog.__12,votelog.__13,votelog.__14,votelog.__26,votelog.__27,votelog.__28,votelog.__29,votelog.__30,votelog.__31,votelog.__32,votelog.__33,votelog.__34,votelog.__35,votelog.__36,votelog.__37,votelog.__38,votelog.__39,votelog.__40,votelog.__41,votelog.__42,votelog.__43,votelog.__44,votelog.__45,votelog.__46,votelog.__47,votelog.__48,votelog.__49,votelog.__50,votelog.__51,votelog.__52,votelog.__53,votelog.__54,votelog.__55,votelog.__56,votelog.__57,votelog.__58,votelog.__59,votelog.__60,votelog.__61,votelog.__62,votelog.__63,votelog.__64,votelog.__65,votelog.__66,votelog.__67,votelog.__68,votelog.__69,votelog.__70,votelog.__71,votelog.__72,votelog.__73,votelog.__74,votelog.__75,votelog.__76,votelog.__77,votelog.__78,votelog.__79,votelog.__80,votelog.__81,votelog.__82,
277,นางสาว,เพชรดาว,โต๊ะมีนา,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,4,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,,1,1,2,1,1,1,3,
278,ดร.,เพชรวรรต,วัฒนพงศศิริกุล,เพื่อชาติ,1,0,0,1,2,2,1,1,1,3,4,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,3,,1,,1,,1,,,,1,1,1,1,1,2,2,2,,
279,นาย,ไพจิต,ศรีวรขาน,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,,1,1,,1,1,,,,1,,,,,,
280,นาย,ไพบูลย์,นิติตะวัน,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,4,4,2,1,1,1,2,2,1,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,,2,1,2,2,1,1,1,1,1,1,1,1,1,
281,ดร.,ไพโรจน์,โล่ห์สุนทร,เพื่อไทย,1,0,0,1,2,1,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,2,,,,
282,นางสาว,ไพลิน,เทียนสุวรรณ,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,3,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,,,1,4,1,1,2,1,1,1,1,
283,ดร.,ภณณัฏฐ์,ศรีอินทร์สุทธิ์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,1,1,1,1,1,,,,1,1,2,2,2,,
284,นาย,ภราดร,ปริศนานันทกุล,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,,,,2,2,3,1,1,
285,นางสาว,ภริม,พูลเจริญ,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,3,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,1,,1,2,1,1,1,1,
286,นาย,ภาคภูมิ,บูลย์ประมุข,เศรษฐกิจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,4,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,1,2,1,2,2,,,,,,2,1,2,1,
287,นาย,ภาควัต,ศรีสุรพล,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,4,4,4,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,1,1,,,,,,,,,,
288,นางสาว,ภาดาท์,วรกานนท์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,,1,2,2,1,1,1,1,,1,1,1,1,
289,นาย,ภานุ,ศรีบุศยกาญจน์,ประชาธิปัตย์,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,
290,นาย,ภาสกร,เงินเจริญกุล,เศรษฐกิจใหม่,1,0,0,1,2,3,1,1,1,3,4,1,2,1,3,1,2,2,1,1,3,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,2,1,2,2,1,1,1,1,3,1,3,1,1,
291,ดร.,ภิญโญ,นิโรจน์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,,1,1,1,1,
292,นาย,ภูดิท,อินสุวรรณ์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
293,นาย,ภูมิศิษฏ์,คงมี,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,-,-,-,-,-,หยุดปฏิบัติหน้าที่ (15.02.2022)
294,ดร.,มงคลกิตติ์,สุขสินธารานนท์,ไทยศรีวิไลย์,1,0,0,1,1,4,2,1,1,1,4,4,2,1,1,1,4,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,,,1,,,1,1,,,,1,,,,2,2,2,2,
295,ร้อยตำรวจตรี,มณฑล,โพธิ์คาย,ภูมิใจไทย,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,2,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,,1,1,2,1,1,1,1,
296,นาย,มณเฑียร,สงฆ์ประชา,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
297,นาย,มนตรี,ตั้งเจริญถาวร,เพื่อไทย,1,0,0,1,2,2,3,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,,,,1,,1,1,1,,,,1,2,2,,,
298,นาย,มนตรี,ปาน้อยนนท์,ประชาธิปัตย์,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,1,1,1,2,1,2,,1,1,1,1,1,1,1,1,1,
299,นาง,มนพร,เจริญศรี,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,,1,,,1,1,,1,1,,,,1,1,2,2,2,2,
300,ดร.,มนูญ,สิวาภิรมย์รัตน์,เศรษฐกิจใหม่,1,0,0,1,2,3,1,1,1,3,1,1,2,1,3,1,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,1,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,1,,1,,1,2,,1,,1,1,1,1,3,1,1,
301,นางสาว,มัลลิกา,จิระพันธุ์วาณิช,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,,1,1,2,1,1,1,1,
302,นาย,มานพ,ศรีผึ้ง,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,1,1,1,2,1,1,1,1,
303,นาย,มานะ,โลหะวณิชย์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,1,1,,1,1,,,,,,2,2,2,,
304,นาย,มานะศักดิ์,จันทร์ประสงค์,เพื่อไทย,1,0,0,1,2,2,3,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,,1,2,2,2,,
305,นาย,มานัส,อ่อนอ้าย,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,1,1,,1,2,1,2,2,1,1,1,1,2,1,1,1,,
306,นาง,มารศรี,ขจรเรืองโรจน์,เศรษฐกิจใหม่,1,0,0,1,2,3,1,1,1,3,1,4,4,1,3,1,2,2,4,4,4,4,4,4,4,3,2,2,2,2,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,2,1,2,2,1,1,1,1,1,1,3,1,1,
307,นาย,มิ่งขวัญ,แสงสุวรรณ์,เศรษฐกิจใหม่,1,0,0,1,2,3,1,1,1,3,1,1,4,1,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,1,1,1,1,1,,,,,,2,3,2,1,
308,นาง,มุกดา,พงษ์สมบัติ,เพื่อไทย,1,0,0,1,2,1,1,1,1,3,1,1,4,4,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,,1,1,2,2,2,,
309,พลตำรวจเอก,ยงยุทธ,เทพจำนงค์,เศรษฐกิจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,4,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,,1,1,1,,,2,1,2,1,
310,ดร.,ยงยุทธ,สุวรรณบุตร,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,4,1,4,2,2,3,1,3,3,3,3,3,-,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,1,1, ,1,2,,2,2,,1,,1,2,1,1,1,1,
311,นาย,ยรรยงก์,ถนอมพิชัยธำรง,รักษ์ผืนป่าประเทศไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,3,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,,2,1,2,2,1,1,1,1,2,1,,,,
312,นาย,ยศวัฒน์,มาไพศาลสิน,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,,,,,,,,,
313,นาย,ยุทธพงศ์,จรัสเสถียร,เพื่อไทย,1,0,0,1,2,2,1,4,1,3,4,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,1,1,,1,,1,1,,,,,1,,,,,
314,นางสาว,เยาวลักษณ์,วงษ์ประภารัตน์,อนาคตใหม่,1,0,0,0,2,1,1,1,2,3,1,1,4,1,2,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
315,รองศาสตราจารย์ ดร.,รงค์,บุญสวยขวัญ,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,4,1,2,1,1,1,2,2,3,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,
316,นาย,รณเทพ,อนุวัฒน์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,4,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
317,นายแพทย์,ระวี,มาศฉมาดล,พลังธรรมใหม่,1,0,0,1,1,2,1,4,4,1,1,4,2,1,1,4,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,1,,,1,2,1,2,2,1, ,1,1,,1,1,1,1,
318,นาย,รังสรรค์,มณีรัตน์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,,1,1,1,,1,,,1,1,,1,2,2,2,2,
319,นาย,รังสรรค์,วันไชยธนวงศ์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,4,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,,1,2,2,2,2,
320,นาย,รังสิกร,ทิมาตฤกะ,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,4,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,,1,1,,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
321,นาย,รังสิมันต์,โรม,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,,,,2,1,1,1,1,1,1,1,,2,2,2,2,2,
322,นางสาว,รังสิมา,รอดรัศมี,ประชาธิปัตย์,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,4,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,
323,นาย,รัฐกิตติ์,ผาลีพัฒน์,เพื่อไทย,1,0,0,1,2,2,4,4,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,,1,2,,2,,
324,ดร.,รุ่งโรจน์,ทองศรี,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,4,2,1,4,4,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,,1,1,2,1,1,1,1,
325,นายแพทย์,เรวัต,วิศรุตเวช,เสรีรวมไทย,1,0,0,1,2,1,2,1,1,3,1,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,,,,,1,1,,,,,,,,1,,2,2,2,
326,นางสาว,ละออง,ติยะไพรัช,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,2,2,2,2,
327,นาง,ลินดา,เชิดชัย,เพื่อชาติ,1,0,0,1,2,2,4,1,4,3,4,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,,,,,,1,,1,1,,,,,,2,,2,,
328,นาย,เลิศศักดิ์,พัฒนชัยกุล,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,1,1,2,2,2,2,
329,นางสาว,วชิราภรณ์,กาญจนะ,ประชาธิปัตย์,1,0,0,1,1,2,1,2,1,1,4,1,2,4,1,4,2,4,1,1,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,,1,,,2,1,,2,1,1,1,1,3,1,1,1,1,
330,นางสาว,วทันยา,วงษ์โอภาสี,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,4,2,4,1,4,2,2,1,1,3,3,3,3,3,4,2,2,2,2,2,2,2,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,1,1,1,,,,1,2,2,1,1,1,1,,1,1,1,1,
331,นาย,วรภพ,วิริยะโรจน์,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,,,2,2,1,1,1,1,1,1,1,,,2,2,2,2,
332,นางสาว,วรรณวรี,ตะล่อมสิน,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,4,4,4,1,2,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,,,,,,1,,,,1,,1,,2,2,2,2,2,
333,นางสาว,วรรณวิภา,ไม้สน,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,,,2,,1,1,1,1,1,,1,2,2,2,2,2,2,
334,นาย,วรศิษฎ์,เลียงประสิทธิ์,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,,,,,,,,,
335,นาย,วรสิทธิ์,กัลป์ตินันท์,เพื่อไทย,1,0,0,1,2,1,4,1,1,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,,,,1,,,,,,,,,2,2,2,2,
336,ดร.,ธรรมนัส,พรหมเผ่า,เศรษฐกิจไทย,1,0,1,1,1,2,1,2,1,1,4,4,2,4,1,4,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,1,,1,2,,,,,,,,,,,2,,
337,นาย,วัชรพล,โตมรศักดิ์,ชาติพัฒนา,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,1,,1,1,
338,นาย,วัชระ,ยาวอหะซัน,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,4,4,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,1,2,1,,,1,1,1,1,,1,1,1,2,
339,นาย,วัชรา,ณ วังขนาย,เสรีรวมไทย,1,0,0,1,2,1,2,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,2,1,2,2,2,,
340,นาย,วัฒนา,ช่างเหลา,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,,2,1, ,,,,,,,,,,,
341,นาย,วัน,อยู่บำรุง,เพื่อไทย,1,0,0,1,2,2,1,4,1,3,4,4,4,1,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,1,1,1,1,1,,1,,,,2,2,,,
342,นาย,วันชัย,เจริญนนทสิทธิ์,เพื่อไทย,1,0,0,1,2,2,4,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,, ,,,,,1,2,2,2,,
343,นาย,วันชัย,ปริญญาศิริ,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,4,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,
344,นาย,วันนิวัติ,สมบูรณ์,เพื่อไทย,1,0,0,1,2,4,4,4,1,3,1,1,4,1,3,4,4,4,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,1,1,,1,1,,,,,,2,2,2,2,
345,นาง,วันเพ็ญ,พร้อมพัฒน์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,4,2,1,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,1,4,1,1,1,2,2,1,1,1,1,,1,1,1,1,
346,นาย,วันมูหะมัดนอร์,มะทา,ประชาชาติ,1,0,0,0,2,3,1,1,1,3,1,1,4,1,3,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
347,นาย,วาโย,อัศวรุ่งเรือง,ก้าวไกล,1,0,0,1,2,1,1,4,2,3,1,1,4,1,2,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,,,,,,1,1,1,1,,,,,,2,2,2,2,
348,นาย,วิเชียร,ชวลิต,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,1,1,1,2,1,2,2,,1,,1,2,1,1,1,1,
349,นาย,วิทยา,ทรงคำ,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,4,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,,,2,2,2,2,
350,นาย,วินท์,สุธีรชัย,ก้าวไกล,1,0,0,0,2,1,1,4,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,-,
